SCHOOL,PROGRAM,DEGREE,ONLINE,ONCAMPUS,COUNTRY,STATE,CITY,DEPARTMENT,URL
Villanova University,Master of Science in Analytics,M,T,F,US,PA,Villanova,School of Business,http://taxandbusinessonline.villanova.edu/master-of-science-in-analytics
Villanova University,Online Master of Business Administration,M,T,F,US,PA,Villanova,School of Business,http://taxandbusinessonline.villanova.edu/master-of-business-administration
Mercyhurst University,Data Science,M,F,T,US,PA,Erie,Ridge College of Intelligence Studies and Applied Sciences,https://www.mercyhurst.edu/academics/graduate-programs/graduate-degrees-and-certificates-intelligence-studies/data-science
Elizabethtown College,Data Science,B,F,T,US,PA,Elizabethtown,Computer Science,https://www.etown.edu/depts/computer-science/data-science-major.aspx
Brown University,Big Data,D,F,T,US,RI,Providence,Computer Science,http://cs.brown.edu/~kraskat/phd.html
College of Charleston,Data Science,B,F,T,US,SC,Charleston,Computer Science,http://datascience.cofc.edu/
Medical University of South Carolina,Master of Science in Health Informatics,M,T,F,US,SC,Charleston,College of Health Professions,http://academicdepartments.musc.edu/chp/MSHI/
University of South Carolina-Columbia,Master of Applied Statistics,M,F,T,US,SC,Columbia,Department of Statistics,http://www.sc.edu/stat_dist/mas.shtml
Augustana University,Data Science,B,F,T,US,SD,Sioux Falls,Computer Science,http://www.augie.edu/academics/majors-and-programs/data-science
University of South Dakota,MS in Business Analytics,M,F,T,US,SD,Vermillion,Business,https://www.usd.edu/business/business-analytics
Dakota State University,Analytics,M,T,T,US,SD,Madison,Business and Information Systems,http://www.dsu.edu/msa/
South Dakota State University,Computational Science and Statistics,D,F,T,US,SD,Brookings,Mathematics and Statistics,http://www.sdstate.edu/mathstat/grad/css-phd.cfm
South Dakota State University,Data Science,M,F,T,US,SD,Brookings,Mathematics and Statistics,http://www.sdstate.edu/mathstat/grad/masters-in-data-science.cfm
Maryville College,Business Analytics,B,F,T,US,TN,Maryville,College of Business Administration,https://www.maryvillecollege.edu/academics/programs-of-study/business-analytics/
Maryville College,Minor in Analytics,B,F,T,US,TN,Maryville,College of Business Administration,https://www.maryvillecollege.edu/academics/programs-of-study/analytics/
Austin Peay State University,Professional Science Master's in Data Management and Analysis,M,F,T,US,TN,Clarksville,Department of Computer Science and Information Technology,http://www.apsu.edu/csci/psm-information
Austin Peay State University,Professional Science Master's Degree in Predictive Analytics,M,F,T,US,TN,Clarksville,Department of Mathematics and Statistics,https://www.apsu.edu/csci/psm-information
Middle Tennessee State University,Master of Science in Professional Science (M.S.) with a concentration in Health Care Informatics,M,T,T,US,TN,Murfreesboro,College of Basic and Applied Sciences,http://catalog.mtsu.edu/preview_program.php?catoid=9&poid=2308&returnto=377
Middle Tennessee State University,Master of Science in Information Systems (Business Intelligence and Analytics Concentration),M,F,T,US,TN,Murfreesboro,Department of Computer Information Systems,http://www.mtsu.edu/graduate/programs/info_bia.php
Tennessee Technological University,Professional Science Master's Degree in Environmental Informatics,M,T,F,US,TN,Cookeville,College of Interdisciplinary Studies,https://www.tntech.edu/is/ses/psm/psmei
The University of Tennessee,Master of Science in Business Analytics,M,F,T,US,TN,Knoxville,College of Business Administration,http://bus.utk.edu/soms/analytics/
The University of Tennessee,MBA with Business Analytics Concentration,M,T,F,US,TN,Knoxville,College of Business Administration,http://mba.utk.edu/program-basics/business-analytics.asp
The University of Tennessee at Chattanooga,Professional MBA with Business Analytics,M,T,F,US,TN,Chattanooga,College of Business,http://www.utc.edu/college-business/academic-programs/mba/index.php
University of Memphis,Master's Program in Bioinformatics,M,T,F,US,TN,Memphis,College of Arts and Sciences,http://memphis.edu/binf/
Southern Methodist University,Statistics and Data Analytics,M,F,T,US,TX,Dallas,Statistics,http://www.smu.edu/Dedman/Academics/Departments/Statistics/AppliedMSProgram
Southern Methodist University,Online Master of Science in Data Science,M,T,F,US,TX,Dallas,Data Science,http://datascience.smu.edu
St. Mary's University,Data Analytics,B,F,T,US,TX,San Antonio,Business,https://www.stmarytx.edu/academics/business/undergraduate/accounting-data-analytics-major/
Tarleton State University,M.S. in Mathematical Data Mining,M,F,T,US,TX,Stephenville,Department of Mathematics,http://www.tarleton.edu/Costweb/math/degrees/graduate.html#MSDataMining
Texas A & M University-College Station,M.S. in Analytics,M,T,F,US,TX,College Station,Department of Statistics,http://analytics.stat.tamu.edu/
Texas A & M University-College Station,Online M.S. in Applied Statistics,M,F,T,US,TX,College Station,Department of Statistics,http://www.stat.tamu.edu/dist/programs.php
Texas Tech University,Master of Science in Data Science,M,F,T,US,TX,Lubbock,Rawls College of Business,https://www.depts.ttu.edu/rawlsbusiness/graduate/ms/datascience/
The University of Texas at Austin,Master of Data Science Online,M,T,F,US,TX,Austin,"College of Natural Science (Department of Computer Science, Department of Statistics and Data Sciences)",http://ms-datascience.utexas.edu/
The University of Texas at Austin,Master of Science in Business Analytics,M,F,T,US,TX,Austin,Red McCombs School of Business,http://www.mccombs.utexas.edu/business-analytics.aspx
The University of Texas at Dallas,Master of Science in Marketing with Specialization in Marketing Analytics,M,T,F,US,TX,Richardson,Naveen Jindal School of Management,http://jindal.utdallas.edu/academic-areas/marketing/master-of-science-in-marketing/ms-in-marketing-course-descriptions/
The University of Texas at Dallas,Master of Science in Healthcare Management with Specialization in Healthcare informatics,M,T,F,US,TX,Richardson,Naveen Jindal School of Management,http://jindal.utdallas.edu/academic-programs/masters-programs/master-of-science-in-healthcare-management/
The University of Texas at Dallas,Master of Science in Business Analytics,M,F,T,US,TX,Richardson,Jindal School of Management,http://www.utdallas.edu/admissions/graduate/degrees/detail.php?d=1791
The University of Texas at Dallas,Social Data Analytics and Research,M,F,T,US,TX,Richardson,"School of Economic, Political and Policy Sciences",http://epps.utdallas.edu/sdar/
The University of Texas at San Antonio,Master of Science in Applied Statistics,M,T,F,US,TX,San Antonio,College of Business,http://graduateschool.utsa.edu/future-students/academic-programs/applied-statistics-m.s
University of Dallas,MS or MBA - Business Analytics,M,F,T,US,TX,Dallas,Satish and Yasmin Gupta College of Business,http://udallas.edu/cob/academics/ms/business_analytics/index.php
University of North Texas,MS - Business Analytics,M,F,T,US,TX,Denton,College of Business,http://www.cob.unt.edu/programs/masters/tracksheets/MS%20Business%20Analytics.pdf
University of Utah,MS in Computing: Data Management & Analysis,M,T,T,US,UT,Salt Lake City,School of Computing,http://www.cs.utah.edu/graduate/hb2014-15/gradhbk2014-15-ms-guidelines/
University of Utah,Big Data Certificate,C,F,T,US,UT,Salt Lake City,School of Computing,http://www.cs.utah.edu/bigdata/
Western Governors University,Data Analytics,B,T,F,US,UT,Salt Lake City,IT,https://www.wgu.edu/online-it-degrees/data-management-analytics-bachelors-program.html
Westminster College,Minor in Data Science,B,F,T,US,UT,Salt Lake City,Data Science,https://catalog.westminstercollege.edu/undergraduate2016-2017/data-science-data/
George Mason University,Spatial Business Intelligence Graduate Certificate,C,T,F,US,VA,Fairfax,School of Management,http://catalog.gmu.edu/preview_program.php?catoid=5&poid=3296&returnto=85
George Mason University,MS in Computational Science,M,F,T,US,VA,Fairfax,"School of Physics, Astronomy, and Computational Sciences",http://spacs.gmu.edu/ms-in-computational-science/
George Mason University,Computational Data Sciences Minor,B,F,T,US,VA,Fairfax,"School of Physics, Astronomy, and Computational Sciences",http://spacs.gmu.edu/minor-in-computational-and-data-sciences/
George Mason University,Computational Sciences and Informatics,D,F,T,US,VA,Fairfax,"School of Physics, Astronomy, and Computational Sciences",http://spacs.gmu.edu/phd-in-computational-sciences-and-informatics/
George Mason University,MS in Data Analytics Engineering,M,T,F,US,VA,Fairfax,Volgenau School of Engineering,http://volgenau.gmu.edu/dae
George Mason University,Masters in Information Systems,M,F,T,US,VA,Fairfax,Department of Computer Science,https://cs.gmu.edu/programs/masters/infs/
Radford University,MS in Data and Information Management,M,T,F,US,VA,Radford,College of Science and Technology: Department of Information Technology,http://www.radford.edu/content/csat/home/daim/about.html
University of Mary Washington,Data Science Minor,B,F,T,US,VA,Fredericksburg,Department of Computer Science,http://publications.umw.edu/undergraduatecatalog/courses-of-study/minors/data/
University of Virginia,Master of Science in Data Science (MSDS),M,T,F,US,VA,Charlottesville,Data Science Institute,http://dsi.virginia.edu/academics
Virginia Commonwealth University,"Master of Science in Business, concentration in Decision Sciences and Business Analytics",M,F,T,US,VA,Richmond,School of Business,http://www.pubapps.vcu.edu/bulletins/prog_search/?did=20172
Virginia Commonwealth University,Master of Decision Analytics,M,F,T,US,VA,Richmond,School of Business,http://bulletin.vcu.edu/graduate/school-business/supply-chain-management/decision-analytics-mda/
Virginia Polytechnic Institute and State University,Computational Modeling and Data Analytics,B,F,T,US,VA,Blacksburg,College of Science,http://www.ais.science.vt.edu/programs/cmda.html
Shenandoah University,Data Science and Applied Mathematics,B,F,T,US,VA,Winchester,Mathematics,https://www.su.edu/arts/data-science/
Statistics.com,Analytics for Data Science,C,T,F,US,VA,Arlington,,http://www.statistics.com/analytics-for-data-science/
William and Mary,Business Analytics,M,F,T,US,VA,Williamsburg,Mason School of Business,http://mason.wm.edu/programs/msba/
Bellevue College,Healthcare Data Analyst Certificate,C,T,F,US,WA,Bellevue,Bellevue College Continuing Education,http://www.bellevuecollege.edu/ce/healthcare-classes/healthcare-data-analyst-certificate/
City University of Seattle,Master of Science in Computer Systems with Concentration in Big Data Management,M,F,T,US,WA,Seattle,Technology Institute,http://www.cityu.edu/programs/ti/ms_computer_systems.aspx
Seattle University,Master of Science in Business Analytics,M,F,T,US,WA,Seattle,Albers School of Business and Economics,https://www.seattleu.edu/albers/msba/
Seattle University,Graduate Certificate in Business Analytics,C,T,T,US,WA,Seattle,Albers School of Business and Economics,https://www.seattleu.edu/albers/graduate/certificates/business-analytics/
University of Washington-Seattle Campus,M.S. in Data Science,M,F,T,US,WA,Seattle,Interdisciplinary,http://datasciencemasters.uw.edu/
University of Washington-Seattle Campus,Certificate in Data Science,C,F,T,US,WA,Seattle,UW Department of Computer Science & Engineering,http://escience.washington.edu/content/certificate-data-science
University of Washington-Tacoma Campus,Big Data,D,F,T,US,WA,Tacoma,Interdisciplinary,http://escience.washington.edu/education-IGERT
University of Washington-Tacoma Campus,Certificate in Business Analysis,C,T,T,US,WA,Tacoma,Professional and Continuing Education,http://www.pce.uw.edu/certificates/business-analysis.html
University of Washington-Tacoma Campus,Certificate in Business Intelligence,C,F,T,US,WA,Tacoma,UW Department of Computer Science & Engineering,http://www.pce.uw.edu/certificates/business-intelligence-decision-making.html
Washington State University,Online Executive MBA,C,F,T,US,WA,Pullman,WSU Carson College of Business,http://embaonline.wsu.edu/
University of Wisconsin-Madison,Master of Engineering in Applied Computing and Engineering Data Analytics,M,F,T,US,WI,Madison,Department of Engineering Professional Development, https://epd.wisc.edu/online-degree/applied-computing-and-engineering-data-analytics/
University of Wisconsin Colleges,Online Master of Science in Data Science,M,F,T,US,WI,Madison,UW Extension,http://datasciencedegree.wisconsin.edu/
University of Wisconsin Colleges,Graduate Certificate in Business Analytics (UW-Milwaukee),C,T,F,US,WI,Madison,Lubar School of Business,http://ecampus.wisconsin.edu/online-certificate/certificate-in-business-analytics-uw-milwaukee.aspx
